question,context,company,source_file,source_page,kpi_id,year,answer,data_type,relevant_paragraphs,annotator,Index,label
What is the company name?,"Owner and publisher: OMV Aktiengesellschaft Trabrennstrasse 6-8 1020 Vienna, Austria info.sustainability@omv.com",OMV,Sustainability Report 2012_EN.pdf,['105'],0.0,2012,OMV Aktiengesellschaft,TEXT,"[""Owner and publisher: OMV Aktiengesellschaft Trabrennstrasse 6-8 1020 Vienna, Austria info.sustainability@omv.com""]",train_anno_large.xlsx,1205,1
In which year was the annual report or the sustainability report published?,operating expenses (-royalties; incl. depreciation),OMV,Sustainability Report 2012_EN.pdf,['0'],1.0,2012,2012,TEXT,"[""Sustainability Report 2012""]",train_anno_large.xlsx,1179,0
In which year was the annual report or the sustainability report published?,Gas transportation sold,OMV,Sustainability Report 2012_EN.pdf,['1'],1.0,2012,2012,TEXT,"[""OMV Sustainability Report 2012 The OMV Sustainability Report covers the 2012 business year and describes our sustainability performance and relevant data""]",train_anno_large.xlsx,1181,0
In which year was the annual report or the sustainability report published?,Sustainability Report 2012,OMV,Sustainability Report 2012_EN.pdf,['0'],1.0,2012,2012,TEXT,"[""Sustainability Report 2012""]",train_anno_large.xlsx,1179,1
In which year was the annual report or the sustainability report published?,"OMV Sustainability Report 2012 The OMV Sustainability Report covers the 2012 business year and describes our sustainability performance and relevant data. It describes how we integrate environmental, social, and economic considerations into our business and introduces OMV’s Resourcefulness concept, which is at thecenter of our sustainability approach.",OMV,Sustainability Report 2012_EN.pdf,['1'],1.0,2012,2012,TEXT,"[""OMV Sustainability Report 2012 The OMV Sustainability Report covers the 2012 business year and describes our sustainability performance and relevant data""]",train_anno_large.xlsx,1181,1
What is the volume of estimated proven hydrocarbons reserves?,Our approach to Human Resource Management,OMV,Sustainability Report 2012_EN.pdf,['7'],2.1,2012,1.12 bn boe,TEXT,"[""1.12 bn boe Proven oil and gas reserves""]",train_anno_large.xlsx,1182,0
What is the volume of estimated proven hydrocarbons reserves?,1.12 bn boe Proven oil and gas reserves,OMV,Sustainability Report 2012_EN.pdf,['7'],2.1,2012,1.12 bn boe,TEXT,"[""1.12 bn boe Proven oil and gas reserves""]",train_anno_large.xlsx,1182,1
What is the total amount of direct greenhouse gases emissions referred to as scope 1 emissions?,"At OMV, we have a special responsibility since we work with finite natural resources. We use these resources as efficiently as possible and commit to the best environmental practices and processes. Asitis the cleanest fossil fuel, we will focuseven more on gas. ",OMV,Sustainability Report 2012_EN.pdf,['44'],6.0,2012,11.0 mn t,TEXT,"[""In 2012, emission levels of carbon dioxide (CO2), methane (CH4) and nitrous oxide (N2O) directly related to our operations (Scope 1) were 11.0 mn t (2011: 11.6 mn t).""]",train_anno_large.xlsx,1183,0
What is the total amount of direct greenhouse gases emissions referred to as scope 1 emissions?,78 OMV Sustainability Report 2012,OMV,Sustainability Report 2012_EN.pdf,['44'],6.0,2011,11.6 mn t,TEXT,"[""In 2012, emission levels of carbon dioxide (CO2), methane (CH4) and nitrous oxide (N2O) directly related to our operations (Scope 1) were 11.0 mn t (2011: 11.6 mn t).""]",train_anno_large.xlsx,1184,0
What is the total amount of direct greenhouse gases emissions referred to as scope 1 emissions?,"In 2012, emission levels of carbon dioxide (CO2), methane (CH4) and nitrous oxide (N2O) directly related to our operations (Scope 1) were 11.0 mn t (2011: 11.6 mn t).",OMV,Sustainability Report 2012_EN.pdf,['44'],6.0,2012,11.0 mn t,TEXT,"[""In 2012, emission levels of carbon dioxide (CO2), methane (CH4) and nitrous oxide (N2O) directly related to our operations (Scope 1) were 11.0 mn t (2011: 11.6 mn t).""]",train_anno_large.xlsx,1183,1
What is the total amount of direct greenhouse gases emissions referred to as scope 1 emissions?,"In 2012, emission levels of carbon dioxide (CO2), methane (CH4) and nitrous oxide (N2O) directly related to our operations (Scope 1) were 11.0 mn t (2011: 11.6 mn t).",OMV,Sustainability Report 2012_EN.pdf,['44'],6.0,2011,11.6 mn t,TEXT,"[""In 2012, emission levels of carbon dioxide (CO2), methane (CH4) and nitrous oxide (N2O) directly related to our operations (Scope 1) were 11.0 mn t (2011: 11.6 mn t).""]",train_anno_large.xlsx,1184,1
What is the total amount of energy indirect greenhouse gases emissions referred to as scope 2 emissions?,"In 2012, a framework and methodology for agroup-wide harmonized environmental riskassessment was developed based on bestpractice standards and fulfilling the requirements of ISO 14001. This tool facilitates the collection of consistent information and helps management setpriorities and support effective ",OMV,Sustainability Report 2012_EN.pdf,['44'],7.0,2012,"580,000 t",TEXT,"[""Scope 2 emissions which arise due to purchased electricity and heat have a very small share on OMV's total GHG emissions - around 580,000 t CO2 equivalent in 2012.""]",train_anno_large.xlsx,1185,0
What is the total amount of energy indirect greenhouse gases emissions referred to as scope 2 emissions?,"Scope 2 emissions which arise due to purchased electricity and heat have a very small share on OMV's total GHG emissions - around 580,000 t CO2 equivalent in 2012.",OMV,Sustainability Report 2012_EN.pdf,['44'],7.0,2012,"580,000 t",TEXT,"[""Scope 2 emissions which arise due to purchased electricity and heat have a very small share on OMV's total GHG emissions - around 580,000 t CO2 equivalent in 2012.""]",train_anno_large.xlsx,1185,1
What is the total amount of upstream energy indirect greenhouse gases emissions referred to as scope 3 emissions?,"In general terms, spills can be the result ofsafety or security incidents, but they aremostly caused by corrosion of aginginfrastructure. ",OMV,Sustainability Report 2012_EN.pdf,['44'],8.0,2012,insignificant,TEXT,"[""Scope 3 emissions from use and processing of sold products are material and reported. All other Scope 3 emissions, such as emissions related to employee business travel, and logistics, are not material because of their relatively insignificant size compared to indirect emissions from product use.""]",train_anno_large.xlsx,1186,0
What is the total amount of upstream energy indirect greenhouse gases emissions referred to as scope 3 emissions?,"Scope 3 emissions from use and processing of sold products are material and reported. All other Scope 3 emissions, such as emissions related to employee business travel, and logistics, are not material because of their relatively insignificant size compared to indirect emissions from product use. ",OMV,Sustainability Report 2012_EN.pdf,['44'],8.0,2012,insignificant,TEXT,"[""Scope 3 emissions from use and processing of sold products are material and reported. All other Scope 3 emissions, such as emissions related to employee business travel, and logistics, are not material because of their relatively insignificant size compared to indirect emissions from product use.""]",train_anno_large.xlsx,1186,1
What is the company name?,77 OMV Sustainability Report 2013,OMV,Sustainability Report 2013_EN.pdf,['1'],0.0,2013,OMV ,TEXT,"[""OMV Sustainability Report 2013 This report covers the business year 2013 and updates the priorities set out in our 2012 report.""]",train_anno_large.xlsx,1207,0
What is the company name?,"Supporting communities As an investor and employer with a workforce of around 27,000 and operations in around 30countries, we understand that our business will only thrive if the communities inwhich we work are economically healthy.",OMV,Sustainability Report 2013_EN.pdf,['100'],0.0,2013,OMV Aktiengesellschaft,TEXT,"[""Owner and publisher OMV Aktiengesellschaft TrabrennstraÃŸe 6-8 1020 Vienna, Austria info.sustainability@omv.com""]",train_anno_large.xlsx,1237,0
What is the company name?,OMV Sustainability Report 2013 This report covers the business year 2013 and updates the priorities set out in our 2012 report.,OMV,Sustainability Report 2013_EN.pdf,['1'],0.0,2013,OMV ,TEXT,"[""OMV Sustainability Report 2013 This report covers the business year 2013 and updates the priorities set out in our 2012 report.""]",train_anno_large.xlsx,1207,1
What is the company name?,"Owner and publisher OMV Aktiengesellschaft Trabrennstrae 6-8 1020 Vienna, Austria info.sustainability@omv.com",OMV,Sustainability Report 2013_EN.pdf,['100'],0.0,2013,OMV Aktiengesellschaft,TEXT,"[""Owner and publisher OMV Aktiengesellschaft TrabrennstraÃŸe 6-8 1020 Vienna, Austria info.sustainability@omv.com""]",train_anno_large.xlsx,1237,1
In which year was the annual report or the sustainability report published?,"According to the Austrian Stock Corporation Act, the responsibility for evaluating the performance of the highest governance body does not lie with the reporting organization.",OMV,Sustainability Report 2013_EN.pdf,['0'],1.0,2013,2013,TEXT,"[""Sustainability Report 2013""]",train_anno_large.xlsx,1206,0
In which year was the annual report or the sustainability report published?,"PSM standards and regulations are integrated into the overall OMV management system. We continued our process safety initiative 2016 and, as reported on the previous page, followed up the process safety related ﬁndings of the MAE study.",OMV,Sustainability Report 2013_EN.pdf,['1'],1.0,2013,2013,TEXT,"[""OMV Sustainability Report 2013 This report covers the business year 2013 and updates the priorities set out in our 2012 report.""]",train_anno_large.xlsx,1208,0
In which year was the annual report or the sustainability report published?,Sustainability Report 2013,OMV,Sustainability Report 2013_EN.pdf,['0'],1.0,2013,2013,TEXT,"[""Sustainability Report 2013""]",train_anno_large.xlsx,1206,1
In which year was the annual report or the sustainability report published?,OMV Sustainability Report 2013 This report covers the business year 2013 and updates the priorities set out in our 2012 report.,OMV,Sustainability Report 2013_EN.pdf,['1'],1.0,2013,2013,TEXT,"[""OMV Sustainability Report 2013 This report covers the business year 2013 and updates the priorities set out in our 2012 report.""]",train_anno_large.xlsx,1208,1
What is the volume of estimated proven hydrocarbons reserves?,Ratio of basic salary of men to women by employee category. ,OMV,Sustainability Report 2013_EN.pdf,['7'],2.1,2013,"1,131 mn boe",TEXT,"[""OMV had proven reserves of 1,131 mn boe at year-end and produced 288 kboe/d in 2013.""]",train_anno_large.xlsx,1210,0
What is the volume of estimated proven hydrocarbons reserves?,"Petrom E&P implemented projects about cogeneration of heat and electricity (CHP) and production of electricity (Gas to Power) using the energy content of associated gas. This contributed strongly to energy savings and emission reductions by achieving annual reduction of around 13,000 t CO2 equivalent in Petrom E&P in 2013. These projects provided about 40% of the annual electricity demand of Petrom E&P’s onshore assets by the end of 2013.",OMV,Sustainability Report 2013_EN.pdf,['7'],2.1,2013,"1,131 mn boe",TEXT,"[""1,131 mn boe Proved oil and gas reserves""]",train_anno_large.xlsx,1211,0
What is the volume of estimated proven hydrocarbons reserves?,"OMV’s Exploration and Production (E&P) business segment has a strong base in Romania and Austria, with a growing international portfolio. OMV had proven reserves of 1,131 mn boe at year-end and produced 288 kboe/d in 2013. The oil/gas split in production is approximately 50/50. During 2013, production in mature core countries (Romania and Austria) remained stable, in line with the strategic target of 200-210 kboe/d. Romanian production increased year-on-year for the ﬁrst time since Petrom was acquired in 2004. In contrast, international production decreased, impacted by interruptions in Libya and New Zealand. The acquisition of assets in Norway and the UK from Statoil further consolidated OMV’s footprint in the North Sea region. Exploration reported a successful year, with an oil discovery in the Barents Sea and access to Sub-Saharan Africa secured through farm-in deals in Madagascar and Gabon.",OMV,Sustainability Report 2013_EN.pdf,['7'],2.1,2013,"1,131 mn boe",TEXT,"[""OMV had proven reserves of 1,131 mn boe at year-end and produced 288 kboe/d in 2013.""]",train_anno_large.xlsx,1210,1
What is the volume of estimated proven hydrocarbons reserves?,"1,131 mn boe Proved oil and gas reserves",OMV,Sustainability Report 2013_EN.pdf,['7'],2.1,2013,"1,131 mn boe",TEXT,"[""1,131 mn boe Proved oil and gas reserves""]",train_anno_large.xlsx,1211,1
What is the total volume of hydrocarbons production?,"Our HR teams support employees at all stages of their careers with OMV. Strategic decisions that impact our total workforce aretaken centrally. Similarly, where general issues could have an impact at Group level, local management is obliged to follow the guidelines laid down by Corporate HR.",OMV,Sustainability Report 2013_EN.pdf,['6'],3.0,2013,288 kboe/d,TEXT,"[""288 kboe/d 2013 oil and gas production (2012: 303 kboe/d)""]",train_anno_large.xlsx,1209,0
What is the total volume of hydrocarbons production?,"OMV successfully executed strategic steps,such as substantially strengthening the upstream project portfolio, closing thelargest acquisition in OMV’s history, positioning itself for further organic growthvia exploration (successful licensingrounds, Sub-Saharan Africa country entries), delivering signiﬁcant networking capital reduction and further downstream divestments, fully in line withthe strategy “Proﬁtable Growth”, announced in 2011.",OMV,Sustainability Report 2013_EN.pdf,['7'],3.0,2013,288 kboe/d,TEXT,"[""OMV had proven reserves of 1,131 mn boe at year-end and produced 288 kboe/d in 2013.""]",train_anno_large.xlsx,1212,0
